어휘,품사,뜻풀이
나일악어,명사,"악어과의 하나. 몸의 길이는 4~5미터이며, 색깔은 짙은 올리브색이다. 몸은 비늘만으로 덮여 있고 머리는 삼각형이다. 강가의 모래톱에 구멍을 파고 20~30개의 알을 낳는다. 나일강에 분포한다."
나일퍼치,명사,나일강에 서식하는 농엇과의 대형 민물고기. 인간에 의해 빅토리아호수로 불법 유입되어 호수의 어류 생태계를 파괴하기도 하였다. ⇒규범 표기는 미확정이다.
나일해전,품사 없음,1798년 8월 넬슨 지휘하의 영국 해군과 나폴레옹의 프랑스 해군이 싸운 전투. 나폴레옹은 이집트를 점령하여 인도에서의 영국의 지위를 위협하려 했으나 패배하였다.
나입,명사,죄인을 법정으로 잡아들임.
나입하다,동사,죄인을 법정으로 잡아들이다.
나잇갑,명사,‘나잇값’의 방언
나잇값,명사,나이에 어울리는 말과 행동을 낮잡아 이르는 말.
나잇살,명사,지긋한 나이를 낮잡아 이르는 말.
나자,명사,"나례(儺禮)를 거행하는 사람들을 통틀어 이르는 말. 초라니, 방상시(方相氏), 아이 초라니, 지군(持軍) 등이 있다."
나자기,명사,"자낭균류와 자낭지의류의 생식 기관. 접시, 잔, 원반 따위의 여러 가지 모양을 하고 있다."
나자레파,명사,"19세기 초 독일에서 활동한, 낭만파의 한 유파. 가톨릭의 계율 아래 중세의 화가와 같이, 본격적인 종교적 봉사와 공동 제작에 힘을 쏟았다. 낭만파의 분위기가 풍기는 벽화를 남겼고, 독일 미술에 많은 영향을 끼쳤다. 코르넬리우스가 대표적인 작가이다."
나자렛,명사,"가톨릭에서, ‘나사렛’을 이르는 말."
나자리,부사,‘나지리’의 방언
나자빠지다,동사,뒤로 물러나면서 넘어지다.
나자뻐지다,동사,‘나자빠지다’의 방언
나자스말,명사,"나자스말과의 한해살이풀. 높이는 30cm 정도이며, 잎은 마주나고 선 모양이다. 7~9월에 엷은 풀색 꽃이 잎겨드랑이에서 피고 열매는 긴 타원형이다. 못, 도랑에서 자라는데 강원, 경기, 충북, 황해 등지에 분포한다."
나자식물,명사,"밑씨가 씨방 안에 있지 않고 드러나 있는 식물. 가루받이 때 꽃가루가 밑씨 위에 바로 붙는다. 꽃잎은 없으며, 줄기에는 형성층이 발달하였으나 물관이 없고 헛물관을 갖는다. 소나무, 소철, 잣나무, 전나무, 은행나무 따위가 있다."
나자식물시대,품사 없음,"지질 시대에서 겉씨식물이 가장 번성하였던 시대. 양치식물 시대에 이어 속씨식물 시대로 변하여 갔는데, 고생대 페름기 후기에서 중생대 백악기 중기에 해당한다."
나자암술,품사 없음,겉씨식물의 암술.
나자와 사자,품사 없음,"미국의 작가 메일러(Mailer, N.)가 지은 장편 소설. 제이 차 세계 대전 중 남태평양의 가공적인 고도(孤島)를 배경으로 섬을 사수하려는 일본군과 상륙을 감행한 미군과의 전투를 묘사하였다. 작가 자신의 경험을 토대로 전쟁을 기록하였으며, 전쟁의 배경인 미국 사회를 묘사하고 전쟁의 처참함을 고발하였다. 1948년에 간행되었다."
나자직하다,형용사,‘나지막하다’의 방언
나자포,명사,말미잘에서 발견되는 자포. 독을 분비하는 기관으로 자포 속의 돌기 모양이 나선형이다.
나자프,명사,"이라크 중부의 유프라테스강 동쪽 연안에 있는 도시. 이슬람교 제4대 정통 칼리프인 알리의 무덤이 있는 황금의 모스크(mosque)가 있다. 카르발라(karbala)와 함께, 시아파(Shiah派) 이슬람교 최대의 성지이다."
나작하다,형용사,‘나른하다’의 방언
나잘,명사,‘한나절’의 옛말.
나잘가오,명사,‘나절가웃’의 방언
나잘하다,형용사,낮고 자잘하다.
나잠어업,품사 없음,해녀들이 특별한 산소 호흡 장치 없이 바다에 잠수하여 해산물을 캐내는 어업.
나잡다,형용사,‘낮다’의 방언<DR /> 제주 지역에서는 ‘?잡다’로도 적는다.
나장,명사,관은 묻지 아니하고 시체만 땅에 묻음.
나장복,명사,"조선 시대에, 나장이 입던 옷."
나장이,명사,‘나장’을 낮잡는 뜻으로 이르던 말.
나장조,명사,‘나’ 음을 으뜸음으로 한 장조.
나장하다,동사,관은 묻지 아니하고 시체만 땅에 묻다.
나전,명사,"신이나 부처에게 복을 빌 때에, 그 사람 나이만큼의 수효대로 놓는 돈."
나전경,명사,가야 지방에서 나온 통일 신라 시대의 거울. 뒷면에 나전 무늬가 장식되어 있다.
나전공예,품사 없음,광채가 나는 자개 조각을 여러 가지 모양으로 박아 넣거나 붙이는 공예.
나전공예품,품사 없음,광채가 나는 자개 조각을 여러 가지 모양으로 박아 넣거나 붙여 만든 공예품.
나전관복상자,품사 없음,나무에 옻칠을 해서 만든 조선 시대의 의류함. 관복이나 예복을 보관하는 데 사용된다.
나전단화금수문경,명사,"뒷면에 나전과 호박(琥珀)으로 산악(山岳), 금수(禽獸), 화문(花紋)을 배치하고 빈 공간에 옻칠을 한 푸른색 옥을 메운 나전 공예품. 국보 정식 명칭은 ‘나전 화문 동경’이다."
나전달법,품사 없음,나의 감정을 상대방이 이해할 수 있도록 전달하는 방법.
나전도체,명사,"피복이 되어 있지 않은, 전기나 열을 잘 전달하는 물체."
나전리,명사,"경상남도 김해시 생림면에 있는 이. 생림면의 남부에 위치해 있으며, 대부분 산지와 구릉지이다. 사촌천이 남북으로 흐르며, 서쪽에는 나전 고개가 있다. 동쪽에 안골, 남쪽에 놋종골 계곡 등이 있다. 부산 외곽 순환 고속 도로와 58번 국도가 지난다."
나전목기,품사 없음,금조개의 조각을 여러 모양으로 박아 붙여 장식한 목재 공예품.
나전병,명사,찹쌀가루로 만든 전병.
나전어,명사,‘라틴어’의 음역어.
나전장,명사,자개 조각을 박아 넣거나 붙여서 장식하는 공예를 하는 사람.
나전장침,품사 없음,"나전하여 옻칠을 한 조선 시대 직사각형 베개. 윗부분에는 가죽을 붙이고, 옆면에는 대나무, 매화, 사슴, 불로초 따위의 문양을 장식하였다."
나전쟁이,명사,자개박이를 전문적으로 하는 사람을 낮잡아 이르는 말.
나전초,명사,"피나뭇과의 한해살이풀. 줄기는 높이가 1미터 정도이며, 몸 전체에 가는 털이 나 있다. 잎은 어긋나고 달걀 모양 또는 긴 타원형으로 뭉툭한 톱니가 있다. 8~9월에 노란 꽃이 취산(聚?) 화서로 피고, 열매는 둥근 모양의 삭과(?果)를 맺는데 갈고리 같은 가시가 있어 다른 물체에 잘 붙는다. 들이나 황무지에서 자라는데 중ㆍ남부 지방의 해안 지대에 분포한다."
나전칠,품사 없음,광채가 나는 자개 조각을 여러 가지 모양으로 박아 넣거나 붙인 다음 옻을 칠하여 윤을 내는 공예 기법.
나전칠기,품사 없음,빛깔이 고운 조개껍데기 조각을 여러 가지 모양으로 붙여 꾸미고 옻으로 칠한 나무 그릇이나 가구. 또는 그러한 그릇이나 가구를 만드는 공예.
나전칠함,품사 없음,나전으로 장식을 한 칠함.
나전화문동경,품사 없음,"뒷면에 나전과 호박(琥珀)으로 산악(山岳), 금수(禽獸), 화문(花紋)을 배치하고 빈 공간에 옻칠을 한 푸른색 옥을 메운 나전 공예품. 우리나라 국보이다."
나절,의존 명사,하룻낮의 절반쯤 되는 동안.
나절가웃,명사,하룻낮의 4분의 3쯤 되는 동안.
나절갈이,명사,하룻낮의 절반쯤 되는 동안에 갈 수 있는 밭이나 논의 넓이.
나절로,명사,‘스스로’의 방언
나절로미술관,품사 없음,"전라남도 진도군 임회면에 있는 미술관. 폐교를 개조하여 2007년에 개관하였다. 200여 점의 작품을 전시하고 있으며, 넓은 정원과 휴게 시설 등이 마련되어 있다."
나정,명사,코팅하지 아니하고 타정(打錠)한 상태 그대로의 정제(錠劑).
나정리,명사,"경상북도 경주시 감포읍에 있는 이. 감포읍의 남부에 위치해 있으며, 대부분 구릉성 산지와 평지이다. 동쪽 경계에 동해를 접하고 있으며, 북동쪽에 나정 고운 모래 해변이 있다. 서쪽에 연태산이 솟아 있으며, 북서쪽에 말정골 계곡이 자리하고 있다. 31번, 4번 국도가 지난다."
나정해수욕장,품사 없음,경상북도 경주시 감포읍에 있는 해수욕장. 인근에 경주 감은사지 동서 삼층 석탑이 있다.
나제,명사,신라와 백제를 아울러 이르는 말.
나제동맹,품사 없음,"삼국 시대에, 신라와 백제가 고구려의 남진(南進)을 막기 위하여 맺은 동맹. 백제 비유왕 6년(433)에 시작하여, 신라 진흥왕 14년(553) 한강 하류 지역에 대한 쟁탈전이 있기까지 약 120년간 계속되었다."
나제립,명사,"삼국 시대에, 신라와 백제에서 쓰던 갓. 방립형(方笠型)으로 추정되며 신라 무열왕 이전부터 쓰던 삼국 시대의 갓에 편의상 붙인 이름으로 보인다."
나제통문,품사 없음,"전라북도 무주군 설천면 소천리에 있는 석굴 문. 암벽을 쪼아서 뚫은 것인데, 예전에 신라와 백제의 관문(關門)이었다고 한다. 무주 구천동의 입구를 이루며 경치가 좋다."
나조,명사,‘저녁’의 방언
나조니,명사,‘이엉’의 방언
나조반,명사,나좃대를 받쳐 놓는 쟁반.
나조트결절,품사 없음,신경절 세포의 변성 후 위성 세포의 증식으로 신경절에 생긴 덩어리. ⇒규범 표기는 미확정이다.
나졸,명사,"조선 시대에, 지방 관아에 속한 사령(使令)과 군뢰를 통틀어 이르던 말."
나좃대,명사,신랑 집에서 신부 집에 혼인을 구할 때 신부 집에서 불을 켜는 물건. 갈대나 새나무를 한 자 길이로 잘라 묶어 기름을 붓고 붉은 종이로 싸서 만든다.
나좃쟁반,명사,나좃대를 받쳐 놓는 쟁반.
나종,명사,나병 환자의 살갗에 생기는 부스럼 같은 멍울.
나종나,명사,"나병 가운데 가장 중증인 형태. 균의 증식이 심하고, 피진, 코점막에서 쉽게 나균을 확인할 수 있다. <FL>레프로민 반응</FL>은 대개 음성으로 나타나고 결절, 구진, 침윤에 의한 경계가 불분명한 홍반과 같은 임상 증후를 볼 수 있다. 조직학적으로 조직구를 주체로 한 나종을 형성한다."
나좋,명사,‘저녁’의 옛말. 휴지(休止) 앞에서는 ‘ㅎ’이 탈락하여 ‘나조’로 나타난다.
나좨,명사,‘저녁’의 방언
나죄,명사,‘저녁’의 방언
나죗밥,명사,‘저녁밥’의 옛말.
나주,명사,중국 진나라 시황제 때 있었다고 하는 배. 소라 껍데기 모양으로 물속으로 다닐 수 있었다고 한다.
나주괘서,명사,조선 영조 31년(1755)에 윤지(尹志)가 나주 객사에 붙인 벽서.
나주괘서의변,품사 없음,윤지(尹志)가 나주 객사에 붙인 벽서와 관련하여 일어난 역모 사건. 소론 일파가 노론을 제거하기 위하여 나라를 비방하는 글을 써 붙이고 노론 쪽의 행위로 꾸몄으나 윤지의 소행임이 드러나 오히려 소론이 화를 입었다.
나주군,명사,전라남도에 속했던 군. 1995년 1월 행정 구역 개편 때 나주시로 통합되면서 폐지되었다.
나주군도,품사 없음,"전라남도 신안군 앞바다에 있는 섬의 무리. 150여 개의 섬으로 이루어져 있으며, 주민은 반농반어(半農半漁)의 생활을 한다."
나주 나씨,품사 없음,전라남도 나주를 본관으로 하는 우리나라 성(姓)의 하나.
나주다,동사,‘놔주다’의 방언
나주댐,품사 없음,전라남도 나주시 송월동에 있는 댐. 1976년에 영산강 유역 개발 사업의 일환으로 쌓아서 만든 국내 최대 규모의 농업용 저수지이다.
나주동점문밖석당간,품사 없음,"전라남도 나주시 성북동에 있는 고려 시대의 당간과 지주. 지주를 남북으로 마주 세우고, 그 사이에 돌 당간을 끼운 형태이다. 당간은 팔각 돌기둥 다섯 개를 위아래로 연결하여 철로 된 띠를 둘렀다. 지주와 함께 당간이 남아 있는 드문 사례이다. 우리나라 보물이다."
나주들노래,품사 없음,"전라남도 나주 지방에서 논일을 하며 부르는 노래. 전라도 특유의 시나위 조(調)가 곁들여지고, 풍물놀이 반주가 딸리며, 육자배기 목으로 부르는데, 그 종류로는 모찌기 노래ㆍ모심기 소리ㆍ논매기 노래ㆍ장원질 노래 따위가 있다."
나주막,명사,‘나중’의 북한어.
나주반,명사,전라남도 나주에서 만들어지는 소반(小盤). 굵은 변죽에 얇은 천판을 끼우고 네 귀는 각이 지게 한다. 다리는 호랑이나 개의 것을 본떠서 굵게 만든다.
나주복암리고분군,품사 없음,전라남도 나주시 다시면 복암리에 있는 삼국 시대의 고분군. 이 지역에 진출한 백제 세력이 마한 세력을 지배한 것을 알려 주는 자료이다. 4~7세기 집단 무덤의 성격과 무덤 변천 과정을 연구하는 데 중요한 유적으로 평가된다. 우리나라 사적이다.
나주북망문밖삼층석탑,품사 없음,"전라남도 나주시 대호동에 있는 고려 시대의 삼층 석탑. 2단의 기단 위에 3층의 탑신을 올려놓은 형태로, 머리 장식에 노반과 복발이 남아 있다. 전체적으로 비례가 안정적이다. 우리나라 보물이다."
나주불회사건칠비로자나불좌상,품사 없음,"전라남도 나주시 다도면 불회사에 있는 불상. 고려 말~조선 초에 많이 만들어진 건칠 불상으로, 연꽃 대좌 위에서 결가부좌를 하고 지권인을 짓고 있다. 신체 비율, 착의 방식, 수인(手印) 따위로 보아 조선 초기에 만들어진 것으로 추정된다. 우리나라 보물이다."
나주불회사대웅전,품사 없음,"전라남도 나주시 다도면 불회사에 있는 조선 시대의 불전. 정조 23년(1799)에 중건되었다. 앞면 세 칸, 옆면 세 칸의 다폿집으로, 건립 당시의 면모를 잘 간직하고 있다. 우리나라 보물이다."
나주서문석등,품사 없음,"전라남도 나주시 서문 안에 있던 고려 시대의 석등. 받침에 새겨진 기록으로 보아 선종 10년(1093)에 세워졌다. 화사석의 아래에는 3단의 받침을 두고, 위에는 장식적인 지붕돌과 머리 장식을 얹었다. 현재는 국립 중앙 박물관에 소장되어 있다. 보물 정식 명칭은 ‘나주 서성문 안 석등’이다."
나주서성문안석등,품사 없음,"전라남도 나주시 서문 안에 있던 고려 시대의 석등. 받침에 새겨진 기록으로 보아 선종 10년(1093)에 세워졌다. 화사석의 아래에는 3단의 받침을 두고, 위에는 장식적인 지붕돌과 머리 장식을 얹었다. 현재는 국립 중앙 박물관에 소장되어 있다. 우리나라 보물이다."
나주소반,품사 없음,"전라남도 나주 지방에서 만들어지는 작은 상. 굵은 테두리에 얇은 판을 끼운 직사각형이나 다각형으로, 모서리는 부드러운 원형이다. 나주는 예부터 상을 만드는 장인들이 많았고 기술도 매우 뛰어났다."
나주시,명사,"전라남도 중서부에 있는 시. 동쪽으로 화순군, 서쪽으로 무안군과 함평군, 남쪽으로 영암군, 북쪽으로 광주광역시 광산구와 접한다. 전남평야의 중심지로, 쌀농사를 주로 하며 과수 농업과 원예 농업도 활발하다. 배가 유명하며, 동서로 영산강이 관통하며 흐른다. 서쪽에 나주 영상 테마파크가, 동쪽에 빛가람 호수 공원과 빛가람 전망대가 있다. 시 가운데를 동서로 1번 국도가 관통하며, 북쪽에는 호남선과 무안 광주 고속 도로가 지난다. 면적은 604.07㎢."
나주시립도서관,품사 없음,"전라남도 나주시 영산동에 있는 시립 도서관. 1997년에 개관하였으며, 종합 자료실ㆍ어린이와 유아 자료실ㆍ다목적 강의실ㆍ일반 자료실ㆍ특별 열람실 등의 시설을 갖추고 있다."
나주신촌리고분출토금동관,품사 없음,5세기 무렵에 삼국 시대 지방 호족의 무덤으로 보이는 나주 신촌리 제9호분에서 출토된 금동관. 높이는 25.5cm. 국보 정식 명칭은 ‘나주 신촌리 금동관’이다.
나주신촌리금동관,품사 없음,5세기 무렵에 삼국 시대 지방 호족의 무덤으로 보이는 나주 신촌리 제9호분에서 출토된 금동관. 우리나라 국보이다. 높이는 25.5cm.
나주심향사건칠아미타여래좌상,품사 없음,"전라남도 나주시 대호동 심향사에 있는 고려 시대의 불상. 고려 말ㆍ조선 초에 많이 만들어진 건칠 불상이다. 얼굴 표정이나 옷 주름 따위의 기법이 고려 후기 불상의 특징을 잘 반영하고 있으며, 조형의 완성도가 높은 작품으로 평가된다. 우리나라 보물이다."
나주악,명사,‘저녁’의 방언
나주오량동요지,품사 없음,"전라남도 나주시 오량동 산지 일대에 있는 삼한 시대의 가마터. 옹관 고분의 전용 대형 옹관을 굽던 곳으로, 5세기 후반~6세기 초의 유적으로 추정된다. 전용 옹관의 제작 과정, 제작 집단, 운송과 교류 따위를 연구하는 데 중요한 자료로, 우리나라 사적이다."
나주오량동토기요지,품사 없음,"전라남도 나주시 오량동 산지 일대에 있는 삼한 시대의 가마터. 옹관 고분의 전용 대형 옹관을 굽던 곳으로, 5세기 후반~6세기 초의 유적으로 추정된다. 전용 옹관의 제작 과정, 제작 집단, 운송과 교류 따위를 연구하는 데 중요한 자료이다. 사적 정식 명칭은 ‘나주 오량동 요지’이다."
나주왁,명사,‘저녁’의 방언
나주우체국,품사 없음,"전라남도 나주시에 있는 우체국. 1896년에 ‘나주 우체국사’로 설립되었으며, 1941년에 ‘나주 우편국’으로 이름이 바뀌었다가 1949년에 현재의 이름이 되었다. 전라남도 지방 우정청 소속으로, 나주시의 우체국 및 우편 취급국을 관할한다."
나주읍성,품사 없음,"전라남도 나주시 남내동에 있는 고려 시대의 성. 조선 세조 3년(1457)에 성을 확장하고, 임진왜란 이후에 대대적으로 보수하였다. 동서남북으로 네 개의 성문이 있었으나 북문터에는 초석만 남아 있고, 남문터에는 1993년에 복원한 남고문이 있다. 우리나라 사적이다."
나주읍성남문지,품사 없음,"전라남도 나주시 남내동에 있는 고려 시대의 성. 조선 세조 3년(1457)에 성을 확장하고, 임진왜란 이후에 대대적으로 보수하였다. 동서남북으로 네 개의 성문이 있었으나 북문터에는 초석만 남아 있고, 남문터에는 1993년에 복원한 남고문이 있다. 사적 정식 명칭은 ‘나주 읍성’이다."
나주 임씨,품사 없음,전라남도 나주를 본관으로 하는 우리나라 성(姓)의 하나.
나주잠업부인회,품사 없음,1910년에 일제가 전라남도 나주의 여성들에게 잠업을 장려하고 잠업에 필요한 인력 양성을 위해 설립한 단체.
나주철천리마애칠불상,품사 없음,"전라남도 나주시 봉황면 철천리에 있는 고려 시대의 불상. 4각에 가까운 원뿔형 바위에 여러 구의 불상을 새긴 것으로, 동쪽 면에 좌상 1구, 북쪽 면에 좌상 1구, 남쪽 면에 입상 4구, 서쪽 면에 훼손된 1구가 남아 있다. 조각 표현은 고려 석불상에서 흔히 볼 수 있는 모습이지만 사방불의 특징이 나타나 있다는 점에서 주목할 만하다. 우리나라 보물이다."
나주철천리석불입상,품사 없음,"전라남도 나주시 봉황면 철천리에 있는 고려 시대의 불상. 전체 높이가 5미터를 넘는 큰 불상으로, 불신(佛身), 광배, 대좌가 하나의 돌로 이루어져 있다. 얼굴과 신체의 중량감, 형식화된 옷 주름의 처리로 보아 고려 초에 만들어진 것으로 추정된다. 보물 정식 명칭은 ‘나주 철천리 석조 여래 입상’이다."
나주철천리석조여래입상,품사 없음,"전라남도 나주시 봉황면 철천리에 있는 고려 시대의 불상. 전체 높이가 5미터를 넘는 큰 불상으로, 불신(佛身), 광배, 대좌가 하나의 돌로 이루어져 있다. 얼굴과 신체의 중량감, 형식화된 옷 주름의 처리로 보아 고려 초에 만들어진 것으로 추정된다. 우리나라 보물이다."
나주철천리칠불석상,품사 없음,"전라남도 나주시 봉황면 철천리에 있는 고려 시대의 불상. 4각에 가까운 원뿔형 바위에 여러 구의 불상을 새긴 것으로, 동쪽 면에 좌상 1구, 북쪽 면에 좌상 1구, 남쪽 면에 입상 4구, 서쪽 면에 훼손된 1구가 남아 있다. 조각 표현은 고려 석불상에서 흔히 볼 수 있는 모습이지만 사방불의 특징이 나타나 있다는 점에서 주목할 만하다. 보물 정식 명칭은 ‘나주 철천리 마애 칠불상’이다."
나주켄,명사,‘저녁때’의 방언
나주켠,명사,‘저녁때’의 방언
나주평야,명사,"전라남도 영산강 중류 유역의 충적 평야. 전남평야의 핵심부로 전라남도 제일의 곡창 지대를 이룬다. 쌀ㆍ목화ㆍ누에고치의 생산이 유명하고, 보리ㆍ마늘ㆍ양파ㆍ채소 따위가 재배되고 있다."
나주향교,품사 없음,"전라남도 나주시에 있는 향교. 조선 태조 7년(1398)에 세워졌다. 보물로 지정된 대성전을 비롯하여, 명륜당, 동재, 서재 등이 남아 있다."
나주향교대성전,품사 없음,"전라남도 나주시 교동에 있는 조선 시대의 나주 향교 부속 건물. 제사를 지내는 곳으로, 세부 기법 면에서 조선 중기의 전형적인 대성전이다. 대성전은 교육을 담당하는 명륜당보다 일반적으로 위쪽에 있으나, 나주 향교에는 공자의 아버지를 모시는 계성사가 있어서 명륜당과 대성전의 자리가 바뀌어 있다. 우리나라 보물이다."
나주혁신산단,품사 없음,"전라남도 나주시에 있는 산업 단지. 2008년에 일반 산업 단지로 지정되었으며, 2015년에 준공되었다. 면적은 178만 5120㎡."
나주혁신산업단지,품사 없음,"전라남도 나주시에 있는 산업 단지. 2008년에 일반 산업 단지로 지정되었으며, 2015년에 준공되었다. 면적은 178만 5120㎡."
나주호,명사,전라남도 나주시 송월동에 있는 인공 호수. 1976년에 나주 댐의 완성과 함께 준공하였다.
나 죽었소 하다,품사 없음,있어도 없는 듯이 처신하다.
나준넉,명사,‘저녁’의 방언
나준녘,명사,‘저녁때’의 방언
나줏손,명사,‘저녁때’의 방언
나중,명사,얼마의 시간이 지난 뒤.
나중개,명사,‘냉이’의 방언
나중 꿀 한 식기 먹기보다 당장의 엿 한 가락이 더 달다,품사 없음,눈앞에 보이지 않는 막연한 희망보다 작더라도 당장 가질 수 있는 이로움이 더 나음을 비유적으로 이르는 말. <동의 속담> ‘나중에 꿀 한 식기 먹으려고 당장 엿 한 가락 안 먹을까’
나중 난 뿔이 우뚝하다,품사 없음,나중에 생긴 것이 먼저 것보다 훨씬 나음을 비유적으로 이르는 말. <동의 속담> ‘뒤에 난 뿔이 우뚝하다’ ‘먼저 난 머리보다 나중 난 뿔이 무섭다’ ‘후생 각이 우뚝하다’
나중 달아난 놈이 먼저 달아난 놈을 비웃는다,품사 없음,둘 사이에 약간의 차이는 있지만 본질적으로는 서로 같음을 비유적으로 이르는 말.
나중당김법,명사,‘포스트 텐션법’의 북한어.
나중미부설화,품사 없음,가난한 총각이 우렁이 각시와 혼인하였다가 불행한 결말에 이르는 내용의 설화. 남녀의 만남도 쉽지 않았던 하층민의 고달픈 처지가 반영된 설화이다.
나중보다,동사,‘엿보다’의 방언
나중소,명사,"독립운동가(1866~1925). 자는 영훈(泳薰). 호는 포석(抛石). 1919년에 만주에서 김좌진 등과 북로 군정서를 창설하여 참모장이 되었고, 청산리 대첩에도 참가하였다."
나중속도,품사 없음,"속도가 변하는 물체의 운동에서, 속도가 변한 후의 속도."
나중에 꿀 한 식기 먹으려고 당장 엿 한 가락 안 먹을까,품사 없음,눈앞에 보이지 않는 막연한 희망보다 작더라도 당장 가질 수 있는 이로움이 더 나음을 비유적으로 이르는 말. <동의 속담> ‘나중 꿀 한 식기 먹기보다 당장의 엿 한 가락이 더 달다’
나중에 들어온 놈이 아랫목 차지한다,품사 없음,늦게 왔지만 제일 좋은 조건을 차지하게 됨을 비유적으로 이르는 말.
나중에 보자는 사람[양반] 무섭지 않다,품사 없음,당장에 화풀이를 하지 못하고 두고 보자는 사람은 두려울 것이 없다는 말. <동의 속담> ‘두고 보자는 건 무섭지 않다’
나중에야 삼수갑산을 갈지라도,품사 없음,나중에 일이 잘 안되어 최악의 경우에 이를지라도 우선은 자기가 하고 싶은 대로 어떤 일을 함을 이르는 말. <동의 속담> ‘내일은 삼수갑산을 가더라도’
나중은 영영 안 올지 몰라서,품사 없음,범유진(范瑜珍)이 지은 수필집. 2019년에 간행되었다.
나중지사,명사,나중의 일.
나중참,명사,‘나중’의 방언
나중판,부사,얼마의 시간이 지난 뒤.
나중효과,품사 없음,"물질에 방사선을 가하여 생긴 과산화물 따위의 생성물이 이차적으로 생물에 작용하는 현상. 지방산에 엑스선을 가하면 과산화물이 생기는데 가한 이후에도 반응이 끝나지 않고 이중 결합의 이동, 중합, 자동 산화 따위가 계속해서 일어나는 것 따위를 말한다."
나쥐,명사,‘저녁’의 방언
나즈러이,부사,‘나지리’의 방언
나즈럽다,형용사,높이가 좀 낮은 듯하다.
나즈막하다,형용사,위치가 꽤 나직하다. ⇒규범 표기는 ‘나지막하다’이다.
나즈맥이,부사,‘나지막이’의 방언
나즉나즉,부사,위치가 다 꽤 낮은 모양. ⇒규범 표기는 ‘나직나직’이다.
나즉이,부사,‘나직이’의 방언
나즉하다,형용사,위치가 꽤 낮다. ⇒규범 표기는 ‘나직하다’이다.
나즘칙하다,형용사,‘나지막하다’의 방언<DR /> 제주 지역에서는 ‘?즘칙?다’로도 적는다.
나증하다,형용사,‘게으르다’의 방언
나지,명사,‘낮’의 방언
나지거니,부사,‘나직이’의 방언<DR /> 제주 지역에서는 ‘?지거니’로도 적는다.
나지겡이,부사,‘나직이’의 방언<DR /> 제주 지역에서는 ‘?지겡이’로도 적는다.
나지냑하다,형용사,‘나지막하다’의 방언<DR /> 제주 지역에서는 ‘?지냑?다’로도 적는다.
나지다,동사,잃었던 것이나 보이지 아니하던 것이 나타나다.
나지라,어미,#NAME?
나지라기,명사,지위나 등급이 낮은 사람이나 물건을 낮잡아 이르는 말.
나지래기,명사,‘나지라기’의 북한어.
나지리,부사,자기보다 능력이나 품격이 못하게.
나지리하다,형용사,‘나지막하다’의 방언
나지막,품사 없음,‘나지막하다’의 어근.
나지막이,부사,위치가 꽤 나직하게.
나지막하다,형용사,위치가 꽤 나직하다.
나지막히,부사,‘나지막이’의 방언
나지역,품사 없음,"수질 및 수생태계 환경 기준에 따라 보통, 약간 나쁨, 나쁨 등급 정도의 수질을 보전해야 하는 수역의 수질에 영향을 미치는 지역. 환경부 장관이 정하여 고시하며 수질 오염 물질의 배출 허용 기준은 지역을 구분하여 적용한다."
나지오,명사,‘라디오’의 방언
나지화,명사,자연적 또는 인위적 요인의 결과로 식물이 없는 곳이 되는 것.
나지휴한,품사 없음,경지에 작물을 재배하지 않고 땅을 놀리는 일.
나직,품사 없음,‘나직하다’의 어근.
나직나직,부사,위치가 다 꽤 낮은 모양.
나직나직이,부사,위치가 다 꽤 낮게.
나직나직하다,형용사,위치가 다 꽤 낮다.
나직되다,동사,없는 죄가 꾸며져 만들어지다.
나직이,부사,위치가 꽤 낮게.
나직하다,형용사,위치가 꽤 낮다.
나직히,부사,‘나직이’의 방언
나진,명사,"함경북도 북부에 있는 항구 도시. 나진만의 어귀에 가로놓인 대초도(大草島)가 천연의 방파제를 이루고 있다. 어업, 조선업, 수산 가공업이 활발하다. 면적은 136.5㎢."
나진거리다,동사,‘알찐거리다’의 방언
나진리,명사,"전라남도 여수시 화양면에 있는 이. 화양면의 동부에 위치해 있으며, 대부분 낮은 산지와 평지이다. 동쪽이 바다와 접하여 있으며, 장재도ㆍ마물도 등의 섬을 포함하고 있다. 22번 지방도가 남북으로 비스듬히 지나며, 면사무소ㆍ중학교 따위의 시설이 들어서 있다."
나진만,명사,함경북도 북부의 동쪽 해안에 있는 만. 만의 안쪽에 나진항이 있다. 다시마 양식이 대규모로 이루어지고 있다.
나진옥,명사,"중국 청나라 말기의 학자(1866~1940). 자는 수원(叔蘊). 금석학ㆍ고증학의 대가로 은허(殷墟)에서 출토된 갑골 문자, 둔황(敦煌)에서 발견된 고문서 따위를 연구하였다. 저서에 ≪은허 서계고(殷墟書契考)≫가 있다. ⇒규범 표기는 ‘뤄전위’이다."
나진하다,동사,나란히 줄을 짓다.
나질,의존 명사,‘나절’의 방언
나질막하다,형용사,‘나지막하다’의 방언
나짐칙하다,형용사,‘나직하다’의 방언
나 집에 가야 해,품사 없음,고정욱(高廷旭)이 지은 그림책. 2013년에 간행되었다.
나짭다,형용사,‘낮다’의 방언
나짱,명사,베트남의 동남부에 있는 항구 도시. 베트남 전쟁 중에는 군사 기지였다. ⇒규범 표기는 ‘냐짱’이다.
나쪼다,동사,어른 앞에 나타나다.
나쪼시,명사,‘소매’의 방언
