어휘,품사,뜻풀이
중립명령위반죄,품사 없음,외국 간의 교전에 있어서 중립에 관한 명령을 위반함으로써 성립하는 범죄. 국가가 중립을 선언하였는데도 일반 국민이 이에 따르지 않고 교전국의 한쪽에 가담하여 군사 행동을 하게 되면 중립 선언이 무의미하게 되기 때문에 이 죄를 규정하고 있다.
중립법규,품사 없음,국제법에서l 중립에 관한 법규를 통틀어 이르는 말. 중립국 상호 간 또는 중립국과 교전국 사이의 권리와 의무 관계를 규정하고 있다.
중립불편,명사,어느 한쪽으로 치우치지 아니하고 중립을 지킴.
중립상태,품사 없음,지상 4m와 지상 0.5m 간의 기온 차이가 거의 같은 상태. 대체로 흐린 낮이나 밤l 체감 상태가 역전 상태로 변하기 시작하는 일몰 1~2시간 전l 역전에서 체감 상태로 변하기 시작하는 한두 시간 사이에 일어난다.
중립선언,품사 없음,자위의 경우를 제외하고는 전쟁에 개입하지 않고 동맹을 맺지 않으며 일체의 지원도 하지 않겠다고 선언하는 국제법상의 행위. 전시 중립 선언과 영구 중립 선언이 있다.
중립설,명사,진화는 생존 경쟁에 있어 환경에 잘 적응하는 개체가 살아남는 자연 도태에 의한 것이 아니라l 우연히 생긴 돌연변이 유전자의 축적에 의한 것이라는 학설.
중립성,명사,어느 편에도 치우치지 아니하고 공정하게 처신하는 성질.
중립세,명사,개인이나 기업이 경제적으로 선택한 것을 변경하지 않도록 유도하는 세금. 중립적인 세금은 세금으로 인한 경제적 손실을 최소화한다.
중립수,명사,국제법상 교전(交戰)에 영향을 미칠 행위가 금지된 하천l 호수l 만(灣) 따위를 이르는 말.
중립압력,품사 없음,흙에 작용하는 압력 가운데 흙 입자 골격의 압축 및 흙 입자 간의 마찰에 관여하지 않는 압력.
중립위반,품사 없음,국제법에서의 중립 의무를 위반하는 일.
중립응력,품사 없음,흙에 작용하는 압력 가운데 흙 입자 골격의 압축 및 흙 입자 간의 마찰에 관여하지 않는 응력.
중립의무,품사 없음,국제법에서l 교전국이 아닌 국외(局外) 중립국 및 그 국민이 중립을 지키는 의무. 교전국이 전쟁법에 따라 행하는 행위를 용인하는 의무l 교전국에 군사적 원조를 하지 않을 의무l 교전국이 중립국의 영역을 군사적으로 이용하는 것을 방지할 의무 따위가 있다.
중립인,명사,국외(局外) 중립국의 국민이나 중립성을 가지고 있는 사람. 중립국의 국민이라도 교전국에 대한 적대 행위나 교전국에 이익이 되는 행위를 할 때에는 중립성을 상실하고 적으로 취급된다.
중립재,명사,소득이 증가하더라도 수요의 변화가 생기지 않는 재화.
중립적,관·명,어느 편에도 치우치지 않고 중간적인 입장에 서는. 또는 그런 것.
중립적관점,품사 없음,정보화 사회를 바라보는 관점의 하나. 기술의 영향이 긍정적이지도 부정적이지도 않으며 다만 인간이 사용하는 데에 달려 있다고 보는 관점이다.
중립적기술진보,품사 없음,영국의 경제학자 힉스가 정의한 기술 진보의 한 유형. 주어진 노동ㆍ자본 비율에 대하여 노동의 한계 생산과 자본의 한계 생산의 비율이 변하지 않고 생산 기술의 특징이 유지되는 기술 진보.
중립적이자율,품사 없음,경제가 균형 상태에 있을 때의 이자율. 대부(貸付) 자본에 대한 수요가 그 원천이 되는 저축과 일치할 경우에 성립한다.
중립적전이,품사 없음,한 가지 과제의 수행이 다른 과제의 학습이나 수행에 아무런 영향을 미치지 않는 현상.
중립적채권투자전략,품사 없음,미래의 이자율 수준이 변동하는 것과 관계없이 목표 시점에서의 채권 포트폴리오 수익률을 일정 수준에서 확보하는 운용 전략. 채권 면역 전략이 대표적인 예이다.
중립적화자,품사 없음,주관적 논평이나 개입 없이 몰개성적으로 사건의 진행만을 서술하는 화자.
중립전송,품사 없음,전선에 흐르는 전류로 부호를 표시하고 전류의 부재로 공백을 표현하는 텔레타이프의 신호 전송 방법.
중립점,명사,꼬리 날개가 있는 항공기에서l 무게 중심이 뒤로 이동하여 안정성이 완전히 없어지는 위치.
중립정책선언,품사 없음,경쟁하는 국가들 중에서 어느 특정한 국가와 동맹을 맺거나 특정 국가를 지원하지 않고 자국의 현재 상태를 유지하는 정책을 시행하겠다고 선언하는 행위.
중립제도,품사 없음,전쟁에 참가하지 않은 국가의 교전 당사국에 갖는 권리와 의무 관계에 대한 법적 지위를 인정하는 제도.
중립조약,명사,한 국가의 영구 중립을 보장하며l 동시에 해당 국가에 영구 중립 의무를 지우는 국제 조약.
중립존,품사 없음,수행되고 있는 상태와 상태 사이의 시간이나 작업들이 수행 시 서로 사용하지 않는 영역.
중립좌,명사,구ㆍ원뿔 따위와 같이 물체의 위치가 변하여도 중심의 높이는 변하지 아니하고l 언제나 그대로 정지하는 일.
중립주의,명사,전시(戰時)나 평시(平時)에 중립을 표방하는 외교상의 태도.
중립주의자,명사,중립주의를 따르거나 주장하는 사람.
중립지,명사,평시에l 요새의 건조(建造)나 군대의 주둔이 금지되어 있는 지역.
중립지대,품사 없음,평시에l 요새의 건조(建造)나 군대의 주둔이 금지되어 있는 지역.
중립지역,품사 없음,평시에l 요새의 건조(建造)나 군대의 주둔이 금지되어 있는 지역.
중립축,명사,중립면과 부재의 횡단면이 만나는 선.
중립축비,명사,철근콘크리트 보에서 압축력을 받는 휨 부재의 표면에서 중립축까지 유효 춤과 단면의 유효 높이에 대한 비.
중립층,명사,가로로 놓인 보에서 압축되지도 않고 팽창되지도 않는 부분. 주로 보의 가운데 부분을 차지한다.
중립켜,명사,가로로 놓인 보에서 압축되지도 않고 팽창되지도 않는 부분. 주로 보의 가운데 부분을 차지한다.
중립투자의견,품사 없음,증권 투자에서l 기업을 분석하여 기업성과 성장성 따위의 모든 자료를 평가하여 매수와 매도를 결정하려고 할 때l 향후 6개월간 시장 수익률 대비 -10%~10% 사이의 주가 변동이 예상될 경우를 이르는 말.
중립투표,품사 없음,주주 총회에서l 기관 투자가를 제외한 나머지 주주들의 투표수 비율로 기관 투자가의 투표수를 분할하는 일.
중립파,명사,어느 한쪽으로 치우치지 아니하고 그 중간을 지향하는 무리.
중립평형,품사 없음,평형 상태의 변화가 작을 때 새로운 평형 상태가 되어 원래대로 되돌아가지도 아니하고 변화가 더 커지지도 아니하는 일.
중립포맷,품사 없음,여러 프로그램에서 상호 호환이 가능하며l 데이터의 손실이 발생하지 않는 통합 포맷.
중립하다,동사,어느 편에도 치우치지 않고 중간적인 입장에 서다.
중립항,명사,중립국에 있는 항구. 국제 조약상 교전(交戰) 또는 교전에 영향을 미치는 행위가 금지되어 있다.
중립헤지비율,품사 없음,기초 자산의 가격 변동을 정확히 상쇄하기 위하여 필요한 옵션 계약의 수. 만기일 및 자산의 시장 가격과 행사 가격의 차이에 따라 변한다.
중립현상,품사 없음,대기의 온도 체감률이 단열 체감률과 평행한 경우로l 주위의 공기에 영향을 받지 않는 상태.
중립형예산,품사 없음,경기(景氣)에 대하여 자극이나 억제를 하지 아니하는l 중립적인 입장에서 편성된 예산.
중립화,명사,어느 쪽에도 치우치지 아니하고 공정하게 됨.
중립화되다,동사,어느 쪽에도 치우치지 아니하고 공정하게 되다.
중립화통일론,품사 없음,한반도 중립화를 통한 통일 방안. 1948년에 남북 제정당ㆍ사회단체 연석회의에서 처음 제기되었으며l 육이오 전쟁 이후에 활발하게 논의되었다. 구체적인 방안으로 선통일 후중립화론l 선중립화 후통일론l 수렴 이론 따위가 제시되었다.
중립화폐,품사 없음,경제 변동에 전혀 영향을 미치지 아니하고 오직 교환의 매개 구실만을 하는 화폐.
중립화하다,동사,어느 쪽에도 치우치지 아니하고 공정하게 되다. 또는 그렇게 하다.
중립회전,품사 없음,사지의 자세가 신체의 중심을 향하거나 멀어지지 않도록 돌리는 일. 누워 있을 때 다리는 중립으로l 발가락은 똑바로 위치한 자세로 한다.
중마,명사,좋지도 나쁘지도 아니한 말.
중마냥,명사,중모보다 늦고 늦모보다 이르게 심는 모.
중마동,명사,예전에 전라남도 동광양시에 있던 동. 1989년에 폐지되었다.
중마로,명사,‘중도리’의 방언<DR /> 제주 지역에서는 ‘중?로’로도 적는다.
중마루,명사,‘중도리’의 방언<DR /> 제주 지역에서는 ‘중?루’로도 적는다.
중마르,명사,‘중도리’의 방언<DR /> 제주 지역에서는 ‘중?르’로도 적는다.
중마를,명사,‘중도리’의 방언<DR /> 제주 지역에서는 ‘중?를’로도 적는다.
중마름,명사,마름에게 일부의 땅을 빌려서 일정한 도조(賭租)를 주고 소작인에게 매우 심한 도조를 받던 중간 마름.
중마읍,명사,강원도 삼척시 노곡면에 있는 이. 노곡면의 남쪽에 위치해 있으며l 대부분 산지 지형이다. 남동쪽에 천봉이 걸쳐 있으며l 북서쪽에 마읍천이 남북으로 흐른다. 하천 주변에 농경지와 주거지가 형성되어 있다. 427번 지방도가 하천과 나란히 지난다.
중마읍리,명사,강원도 삼척시 노곡면에 있는 이. 노곡면의 남쪽에 위치해 있으며l 대부분 산지 지형이다. 남동쪽에 천봉이 걸쳐 있으며l 북서쪽에 마읍천이 남북으로 흐른다. 하천 주변에 농경지와 주거지가 형성되어 있다. 427번 지방도가 하천과 나란히 지난다.
중마장,명사,수분을 다량으로 함유하여 점착력이 강한 마장.
중마쟁이,명사,‘중매쟁이’의 방언
중마초등학교,품사 없음,서울특별시 광진구에 있는 공립 초등학교. 1983년에 개교하였다.
중막,명사,여러 개의 막을 드리운 무대에서 가운데의 막.
중막극,명사,단막극보다는 길고 장막극보다는 짧은l 2막 정도로 이루어진 연극. 여러 개의 독립된 장으로 구성된 연극도 있다.
중막층,명사,중간에서 막아 주는 막의 층.
중만,명사,배가 그득하게 느껴지는 증상.
중만마,명사,말의 하나. 몸집이 크고 무거운 짐을 잘 끈다.
중만생종,명사,같은 종류의 작물들 중에서 상대적으로 생육 기간이 길어서 수확하는 데 시간이 더 오래 걸리는 작물.
중만앙,명사,중모보다 늦고 늦모보다 이르게 심는 모.
중말비,명사,한 선분을 두 부분으로 나눌 때에l 전체에 대한 큰 부분의 비와 큰 부분에 대한 작은 부분의 비가 같게 한 비. 대략 1.618:1이다.
중망,명사,매우 두터운 명성과 인망.
중망소귀,명사,여러 사람의 기대가 한 사람에게로 쏠림.
중매,명사,결혼이 이루어지도록 중간에서 소개하는 일. 또는 그런 사람.
중매결혼,명사,중매로 이루어진 혼인.
중매구전,명사,중매업자가 중매를 하여 받는 수수료.
중매꾼,명사,‘중매인’을 낮잡아 이르는 말.
중매는 잘하면 술이 석 잔이고 못하면 뺨이 세 대라,품사 없음,혼인은 억지로 권할 일은 못 된다는 말.
중매(를) 들다,품사 없음,혼인을 위하여 중간에서 다리를 놓다. <동의 관용구> ‘중신(을) 들다’
중매방,명사,결혼이 이루어지도록 중간에서 소개 역할을 하는 인터넷상의 대화 공간.
중매 보고 기저귀 장만한다,품사 없음,중매를 보았을 뿐인데 결혼을 하고 아이를 낳은 후에야 필요한 기저귀를 장만한다는 뜻으로l 준비가 너무 빠르거나 일을 너무 일찍 서두르는 경우를 비유적으로 이르는 말.
중매비,명사,‘중매자’의 방언
중매상,명사,상품의 중매를 업으로 하는 사람.
중매애비,명사,‘중신아비’의 방언
중매업자,명사,상품의 중매를 하고 이익을 얻는 사람.
중매인,명사,결혼이 이루어지도록 중간에서 소개하는 사람.
중매자,명사,결혼이 이루어지도록 중간에서 소개하는 사람.
중매장이,명사,‘중매쟁이’의 방언
중매잽이,명사,‘중매쟁이’의 방언
중매쟁이,명사,‘중매인’을 낮잡아 이르는 말.
중매채,명사,중매를 서 준 대가로 주는 돈이나 물건.
중매하다,동사,결혼이 이루어지도록 중간에서 소개하다.
중매혼,명사,중매로 이루어진 혼인.
중맹,명사,아주 중대한 맹세.
중맹선,명사,조선 시대에l 수영(水營)에 속한 대맹선보다 작고 소맹선보다 큰 싸움배. 뒤에 방선으로 고쳤다.
중맹하다,동사,거듭 다짐하여 약속하다.
중머리,명사,빡빡 깎은 승려의 머리. 또는 그런 머리의 승려.
중머리꼴뚜기,명사,낙지류의 하나. 몸은 원뿔형이고 뒤 끝이 둥글며l 지느러미는 커서 외투막의 길이와 비슷하다. 산 것은 흰색이고 작고 붉은 밤색 얼룩점이 있다. 우리나라의 신포l 낙원 등지의 연안에서 많이 잡힌다.
중머슴,명사,상머슴의 바로 아래 급인 머슴.
중 먹을 국수는 고기를[생선을] 속에 넣고 담는다,품사 없음,남의 사정을 잘 봐주는 것이 좋다는 말.
중면,명사,경기도 연천군에 있는 면. 연천군의 북서부에 위치해 있으며l 대부분 산지이다. 임진강이 남쪽 경계와 서쪽 경계 일부를 따라 흐른다.
중멸,명사,크기가 중간 정도인 멸치.
중멸치,명사,크기가 중간 정도인 멸치.
중명,명사,소중한 명예.
중명리,명사,경상북도 포항시 남구 연일읍에 있는 이. 연일읍의 서남부에 위치해 있으며l 대부분 낮은 산지와 평지이다. 남쪽에 옥녀봉이 걸쳐 있으며l 중명 자연 생태 공원이 자리하고 있다. 북쪽 경계를 따라 형산강이 흐르며l 넓은 들이 펼쳐져 있다. 31번 국도가 북동쪽을 지난다.
중명사,명사,중개념을 언어로써 나타낸 말.
중명사양의의허위,품사 없음,정언적 삼단 논법에서l 두 전제 속에 나타나는 중명사가 모호하기 때문에 생기는 허위.
중명하다,동사,명예를 소중히 여기다.
중모,명사,이르지도 늦지도 아니한 시기에 내는 모.
중모래,명사,‘중사’의 북한어.
중모리,명사,판소리 및 산조 장단의 하나. 진양조장단보다 조금 빠르고 중중모리장단보다 조금 느린 중간 빠르기로l 4분의12 박자이다. 강강술래l 진도 아리랑l 농부가 따위가 이에 속한다. ⇒규범 표기는 ‘중모리장단’이다.
중모리장단,명사,판소리 및 산조 장단의 하나. 진양조장단보다 조금 빠르고 중중모리장단보다 조금 느린 중간 빠르기로l 4분의12 박자이다. 강강술래l 진도 아리랑l 농부가 따위가 이에 속한다.
중모음,명사,입을 보통으로 열고 혀의 높이를 중간으로 하여 발음하는 모음. 음운론적으로는 ‘ㅔ’l ‘ㅚ’l ‘ㅓ’l ‘ㅗ’를 이르며l 음성학적으로는 반개모음과 반폐모음으로 나뉜다.
중모초등학교,품사 없음,경상북도 상주시 모동면에 있는 공립 초등학교. 1924년에 개교하였다.
중목,명사,품질이 중간 등급쯤 되는 무명.
중목구조,명사,주요 구조부의 치수가 125×125mm 이상인 부재로 건축되는 목구조. 실제 치수는 114×114mm 이상이다.
중목구조공법,품사 없음,현대의 대형 목구조 방식에서 사용하는 주요 공법. 기둥과 보 방식의 축조 공법과 비슷하지만l 구조 부재가 대단면재(大斷面材)나 집성재로 구성되며l 화재가 발생했을 때 요구되는 구조물의 안정성을 만족시키는 공법이다.
중목방매,명사,물건을 훔쳐다 팖.
중목방매하다,동사,물건을 훔쳐다 팔다.
중목소시,명사,여러 사람이 다 같이 보고 있는 형편.
중목초등학교,품사 없음,서울특별시 중랑구에 있는 공립 초등학교. 1997년에 개교하였다.
중목환시,명사,여러 사람이 둘러싸고 지켜봄.
중몰이,명사,판소리 및 산조 장단의 하나. 진양조장단보다 조금 빠르고 중중모리장단보다 조금 느린 중간 빠르기로l 4분의12 박자이다. 강강술래l 진도 아리랑l 농부가 따위가 이에 속한다. ⇒규범 표기는 ‘중모리장단’이다.
중묘,명사,배의 고물 부근에 두어 고물의 흔들림을 막거나 배가 암초에 얹힐 때에 배의 몸을 고정하려고 쓰는 닻.
중무,명사,정재(呈才) 때에 행하는 연백복지무의 주연(主演). 여악(女樂)에서의 선모(仙母)와 같다.
중무기,명사,보병이 지니는 화기 가운데 비교적 무게가 무겁고 화력이 강한 중기관총l 박격포 따위의 화기.
중 무 상직하듯,품사 없음,중이 무를 지켜보고 있어도 소용없다는 뜻으로l 행여나 하는 기대를 가지고 지켜보고 있으나 헛일임을 이르는 말.
중무성,명사,<FL>‘나카츠카사쇼’</FL>를 우리 한자음으로 읽은 이름.
중무소주,명사,마음속에 일정한 줏대가 없음.
중무소주하다,형용사,마음속에 일정한 줏대가 없다.
중무장,명사,전쟁이나 유사시에 대비하여 화력이 센 무기들로 단단히 무장함. 또는 그런 무장.
중무장군,명사,고려 시대에 둔l 정사품 상(上) 무관의 품계. 성종 14년(995)에 정하였다.
중무장하다,동사,전쟁이나 유사시에 대비하여 화력이 센 무기들로 단단히 무장하다.
중무재이,명사,‘중매쟁이’의 방언
중문,명사,중국 글자로 쓴 글.
중문간,명사,중문이 있는 곳.
중문경무,명사,문(文)이나 문관을 중시하고 무(武)나 무관을 경시함.
중문경무하다,동사,문(文)이나 문관을 중시하고 무(武)나 무관을 경시하다.
중문과,명사,대학에서l 중국어와 중국 문학을 전공으로 하는 학과.
중문관광단지,품사 없음,제주특별자치도 서귀포시 중문동l 대포동l 색달동을 중심으로 조성된 관광 단지. 식물원l 박물관l 골프장l 숙박 시설 따위를 갖추고 있다.
중문동,명사,제주특별자치도 서귀포시에 있는 동. 중문 관광 단지가 조성되어 있으며l 우리나라 천연기념물인 ‘제주 천제연 난대림 지대’가 있다. 면적은 56.69㎢.
중문색달해변,품사 없음,제주특별자치도 서귀포시 중문 관광 단지 내에 있는 해변. 파도가 세고 수심이 깊다.
중문자,명사,중국 수나라 때 왕통이 쓴 유가서. ≪논어≫를 모방하여 왕통과 문인(門人)의 대화 형식으로 구성하였으며 중도(中道)에 의한 왕도(王道)의 실현과 유불도(儒佛道) 삼교의 일치를 논술하였다. 10권.
중문자중설,명사,중국 수나라 때 왕통이 쓴 유가서. ≪논어≫를 모방하여 왕통과 문인(門人)의 대화 형식으로 구성하였으며 중도(中道)에 의한 왕도(王道)의 실현과 유불도(儒佛道) 삼교의 일치를 논술하였다. 10권.
중문채,명사,중문이 있는 집채.
중문초등학교,품사 없음,제주특별자치도 서귀포시에 있는 공립 초등학교. 1927년에 개교한 ‘좌면 공립 보통학교’가 그 전신으로l 몇 차례 개칭되었다가 1996년에 현재의 이름으로 바뀌었다.
중문판,명사,중국어 활자로 짜서 만든 인쇄판. 또는 그것으로 찍어 만든 출판물.
중문학,명사,중국어로 표현된 문학. 또는 그것을 연구하는 학문.
중문학도,명사,중문학을 전문적으로 배우고 연구하는 사람.
중문학자,명사,중문학을 전문으로 연구하는 사람.
중물,명사,과일l 푸성귀l 해산물 따위에서 맏물과 끝물의 중간에 나는 것.
중물르다,동사,‘주무르다’의 방언
중미,명사,품질이 중간쯤 되는 쌀.
중미경제통합상설사무국,품사 없음,중앙아메리카 지역의 경제 통합을 관리하는 국제기구. 중미 경제 통합의 일반 협약에 의하여 세워진 세 개의 관리 기구 가운데 하나로l 최고 기관인 중미 경제 통합 책임 각료 회의와 경제 차관 회의를 보조하는 역할을 한다.
중미공동시장,품사 없음,1961년에 중앙아메리카의 과테말라l 엘살바도르l 온두라스l 니카라과 등이 발족한 지역 경제 기구. 역내(域內) 무역의 자유화l 관세의 통일l 산업의 통합화를 목적으로 한다.
중미기구,품사 없음,중앙아메리카의 국제적 협력 조직. 1951년에 엘살바도르ㆍ과테말라ㆍ코스타리카ㆍ니카라과ㆍ온두라스의 5개국을 가맹국으로 발족하였으며l 국제 연합과 미주 기구의 테두리 안에서 가맹국 사이의 협력 강화와 분쟁의 평화적 해결 따위를 목적으로 한다.
중미리,명사,‘멧돼지’의 방언
중미리버슷스리,명사,심마니들의 은어로l 멧돼지 고기를 이르는 말.
중미사법재판소,품사 없음,1907년에 아메리카 중부에 위치한 코스타리카ㆍ과테말라ㆍ온두라스ㆍ니카라과ㆍ엘살바도르의 5개국이 설치한 상설 국제 재판소. 가맹국 사이의 모든 분쟁을 관할하였다. 1918년 3월에 폐지되었다.
중미산,명사,과테말라ㆍ엘살바도르 따위의 중앙아메리카에서 생산함. 또는 그런 물건.
중미산자연휴양림,품사 없음,경기도 양평군 옥천면에 있는 자연 휴양림. 1991년에 개장하였다. 울창한 숲과 남한강이 어우러진 수려한 자연 경관을 조망할 수 있으며 야영장l 운동장l 산책로l 산림욕장 따위의 시설을 갖추고 있다. 총면적은 4.03㎢.
중미산천문대,품사 없음,경기도 양평군 옥천면에 있는 천문대. 1999년에 증미산 자연 휴양림 내에 설립되었으며l 천문 관측뿐만 아니라 자연 생태 학습이 가능하다. 숙소l 천체 투영관l 생태 체험장 등의 시설을 갖추었다.
중미주,명사,‘중앙아메리카’의 북한어.
중미청산거래소,품사 없음,중앙아메리카 각국의 중앙은행 간에 국제 지급 결제를 위하여 설립한 기구. 1961년 7월에 설립되었다.
중미통합체제,품사 없음,중앙아메리카 국가들이 지역의 민주적 통합과 지역 경제 발전을 위하여 설립한 단체.
중민,명사,중류 계층의 사람.
중밀도,명사,밀도가 높지도 않고 낮지도 않음. 또는 그러한 밀도.
중밀도섬유판,품사 없음,목재 섬유와 목재 접착제에 의해 밀도가 500~800kg/m3가 되도록 제조된 판상 재료.
중밀도집적회로,품사 없음,집적 회로 가운데 그 집적도가 중간 정도인 회로. 100~1l000개의 소자를 싣고 있다.
중바늘,명사,크지도 작지도 아니한 바늘.
중바닥,명사,‘중촌’을 낮잡아 이르던 말.
중바랑,명사,‘바랑’의 본말.
중바레기,명사,‘중대가리’의 방언<DR /> 제주 지역에서는 ‘중?레기’로도 적는다.
중바리,명사,‘종지’의 방언
중박,명사,어떤 일이 중간 정도로 이루어지거나 성공함을 비유적으로 이르는 말.
중박격포,명사,구경 4.2인치의 박격포.
중박급,명사,어떤 일이 중간 정도로 이루어질 것 같은 정도.
중박기,명사,유밀과의 하나. 밀가루를 꿀과 기름으로 반죽하여 네모지게 잘라 기름에 지져 만든다. ⇒규범 표기는 ‘중배끼’이다.
중반,명사,반이나 반만큼의 분량.
중반기,명사,일정한 기간 가운데 중간의 시기.
중반부,명사,어떤 일의 중간쯤 되는 부분. 또는 일정한 기간의 중간쯤 되는 시기.
중반전,명사,운동 경기나 바둑l 장기 따위에서 초반이 지나고 본격적으로 진행되는 싸움.
중발,명사,조그마한 주발.
중발레기,명사,‘중대가리’의 방언<DR /> 제주 지역에서는 ‘중?레기’로도 적는다.
중발머리,명사,중단발로 깎은 머리.
중방,명사,백제 때에l 지방에 둔 오방(五方) 가운데 고사성(古沙城)을 달리 이르던 말. 지금의 고부(古阜)에 해당한다.
중방구름,명사,산에 중인방 모양으로 걸려 있는 구름.
중방구멍,명사,중인방을 끼우는 구멍.
중방끼움,명사,목재의 옆면에 중인방을 끼우는 일.
중방동,명사,경상북도 경산시 중서부에 있는 동. 시청을 비롯한 여러 기관이 모여 있는l 경산시 행정의 중심지이다.
중방리,명사,전라남도 구례군 용방면에 있는 이. 용방면의 중부에 위치해 있다. 서쪽에 형제봉이 솟아 있으며l 동쪽에 신도천이 비스듬히 흐른다. 동쪽의 평지에 농경지가 넓게 형성되어 있으며l 순천 완주 고속 도로ㆍ19번 국도가 지난다.
중방목,명사,중인방으로 쓰는 재목.
중방 밑 귀뚜라미,품사 없음,무엇이고 잘 아는 체하는 사람을 비유적으로 이르는 말.
중방벽,명사,중인방 위쪽에 있는 벽.
중방비,명사,‘는개’의 방언
중방쟁이,명사,‘함진아비’의 방언
중방턱,명사,문중방에서 문턱을 이루는 부분.
중방향,명사,교통 공학에서l 도로의 교통량이 많은 방향.
중방향교통,품사 없음,양방향 도로에서 교통량이 상대적으로 많은 방향의 교통. 일반적으로 가변 차선제 따위를 실행하기 위한 자료로 사용한다.
중배,명사,기다란 물건의 가운데에 불룩하게 나온 부분.
중배관,명사,십육관의 하나. 소승(小乘)이나 세간에서 보통으로 선근(善根)을 닦는 범부가 정토에 왕생하는 모양을 관상(觀想)하는 방법이다.
중배끼,명사,유밀과의 하나. 밀가루를 꿀과 기름으로 반죽하여 네모지게 잘라 기름에 지져 만든다.
중배당,명사,경륜이나 경마에서l 배당하는 몫이 중간 정도임. 또는 그런 배당.
중배생상,명사,소승(小乘)이나 세간에서 보통으로 선근(善根)을 닦는 범부가 정토에 왕생하는 모양을 생각하는 일. 또는 그런 수행법.
중배엽,명사,후생 동물의 발생 초기에 내배엽과 외배엽 사이에 생기는 세포층. 이로부터 골격l 근육l 순환 계통 및 내장 기관 따위가 생긴다.
중배엽유도,품사 없음,정상 발생 과정에서 어떤 배아의 영역에 영향을 주어 중배엽이나 중배엽성 조직이 유도되는 현상.
중배엽절,명사,척추동물의 배 발생 과정에서 초기 중배엽에 나타나는 불완전한 분절 구조.
중배엽형,명사,뼈대가 굵고 근육과 골격이 잘 발달한 체형. 셸던(Sheldonl W. H.)이 분류한 체형의 하나로l 활동적이고 공격적이다.
중배전,명사,생두를 중간 불에 갈색이 돌 때까지 적당히 볶음.
중배축,명사,볏과의 어린 식물의 배반과 떡잎집 사이의 마디 사이.
중백금거미,명사,갈거밋과의 절지동물. 몸의 길이는 1cm 정도이며l 머리와 가슴 부분은 누런 갈색이다. 배의 윗면과 옆면 위쪽은 은색으로 어두운 갈색 줄이 윗면에 세 개l 아랫면에 한 개 있고l 아래쪽은 어두운 갈색으로 두 개의 은색 줄이 있다. 산이나 들l 개울가에 사는데 한국l 일본 등지에 분포한다.
중백로,명사,왜가릿과의 새. 백로와 비슷한데 몸은 순백색이며l 뒷머리에 긴 털이 없고 눈의 앞에는 노란색 살갗이 드러나 있다. 부리가 수컷은 검은색l 암컷은 엷은 노란색이다. 한국l 인도l 일본l 중국 등지에 분포한다.
중백부,명사,‘작은아버지’의 방언
중백의,명사,성직자가 성사를 집행할 때에 입는l 무릎까지 내려오는 흰옷.
중번,명사,재(齋)를 올릴 때에l 범패의 짓소리를 부르는 승려.
중벌,명사,무겁게 벌함. 또는 무거운 형벌.
중벌리,명사,경상북도 상주시 화북면에 있는 이. 화북면의 서부에 위치해 있으며l 대부분 산지이다. 남쪽에 속리산 문장대와 관음봉이 솟아 있으며l 북쪽에 백악산이 솟아 있다. 서쪽에 대흥 소류지가 있으며l 중심부에 가락골 계곡이 있다. 997번 지방도가 중부를 비스듬히 동서로 지난다.
중벌매기,명사,논이나 밭 따위를 두 번 매는 일.
중벌주의,명사,법률에서l 잘못을 하였거나 죄를 지은 사람을 무거운 형벌로 다스리려는 태도나 입장.
중벌하다,동사,무겁게 벌하다.
중범,명사,크고 무거운 범죄. 또는 그 범죄를 저지른 사람.
중범위,명사,범위가 중간 정도임. 또는 그런 범위.
중범위이론,품사 없음,연구 대상의 범위를 보다 좁혀 그 범위에 집중하여 연구하는 접근 방법.
중범자,명사,크고 무거운 범죄를 저지른 사람.
중범죄,명사,크고 무거운 범죄.
중범죄자,명사,크고 무거운 범죄를 저지른 사람.
중범하다,동사,거듭 죄를 범하다.
중베,명사,‘중배’의 방언
중베짱이,명사,여칫과의 곤충. 베짱이와 비슷한데 몸의 길이는 4.3~4.8cm이며l 녹색이다. 가슴에 엷은 갈색 세로줄이 있고 그 뒤쪽은 누런색인데l 날개보다 긴 더듬이가 있다. 한국l 대만l 일본 등지에 분포한다.
중벵,명사,‘중병’의 방언
중벽,명사,무거운 죄.
중변,명사,중도(中道)와 그에 맞서는 유(有)와 무(無)의 두 변.
중변기호,명사,반음 내린 음을 다시 반음 더 내리게 하는 기호. ‘♭♭’로 표시한다.
중별초서,명사,사위가 먼 지역에 가 있을 때l 딸의 부모가 다른 사위를 맞아들이던 일.
중병,명사,일의 중도에서 생기는 뜻밖의 사고나 탈.
중병각,명사,늙고 병든 승려가 죽을 때까지 거처하도록 절 안에 지은 집.
중병다발신경병증,품사 없음,중한 병에 걸린 환자l 특히 중환자실에서 인공호흡기를 달고 있는 환자들에게 잘 발생하는 여러 신경 병증. 축삭 소실이 주원인이며l 특히 운동 신경에 장애가 쉽게 발생한다.
중병성여러신경병증,품사 없음,보통 중환자실의 아주 위중한 환자에게서 관찰되는 축삭 소실 여러 신경 병증. 대부분의 환자는 여러 약제를 투여받으며 호흡기를 떼지 못하는 양상을 보인다. 전기 진단학적 검사에서 축삭 소실l 특히 운동성 여러 신경 병증 양상을 나타내며 원인은 불분명하다.
