어휘,품사,뜻풀이
강장강장하다,동사,짧은 다리를 모으고 자꾸 가볍게 내뛰다.
강장거리다,동사,짧은 다리를 모으고 가볍게 자꾸 내뛰다.
강장고,명사,황기(黃?)l 만삼 뿌리l 숙지황l 둥굴레 땅줄기l 율무씨l 밤l 꿀 따위를 가지고 만든 약엿. 보약으로 쓴다.
강장구계,품사 없음,산호충류의 공육 부위에 있는 관. 각 개충의 위강은 여기에 연결되며l 각 개충은 공육 부위에서 연속된다.
강장대다,동사,짧은 다리를 모으고 가볍게 자꾸 내뛰다.
강장동물,명사,‘자포동물’의 전 용어.
강장리,명사,충청남도 아산시 송악면에 있는 이. 송악면의 서부에 위치해 있으며l 대부분 구릉지와 산지이다. 북동쪽에 옥녀봉이 솟아 있으며l 그 북쪽으로 약봉천이 흐른다. 616번 지방도가 중앙을 남북으로 관통한다.
강장법사,명사,아미타불의 성불하기 전의 이름.
강장보혈제,명사,‘강장제’의 북한어.
강장보혈환,품사 없음,인삼l 만삼 뿌리l 당귀 따위를 물로 반죽하여 만든 환약. 몸을 건강하게 하고 보혈 작용을 한다.
강장생약,품사 없음,불특정 다수의 생체 기능 분자에 작용하여 병약체의 신진대사 기능을 개선하고 면역 기능을 향상시키는 생약. 인삼이 대표적이다.
강장술,품사 없음,온몸의 물질대사를 촉진하고 영양을 도와 체력을 증진하고 몸을 튼튼하게 하는 술.
강장식,명사,몸을 건강하게 하고 혈기를 돋우기 위하여 먹는 음식.
강장원,명사,판소리의 명창(1909~1962). 힘 있는 탁성(濁聲)과 분명한 창법이 특징이며l <수궁가>와 <적벽가>에 뛰어났다.
강장제,명사,허약한 체질을 건강하게 만들고l 체력을 좋게 하는 약.
강장지년,명사,‘강(?)’은 40대l ‘장(壯)’은 30대라는 뜻으로l 몸이 튼튼하고 힘이 왕성한 나이를 이르는 말.
강장하다,형용사,몸이 건강하고 혈기가 왕성하다.
강재,명사,강원도에서 나는 약재를 한방에서 이르는 말.
강재가공,품사 없음,구조물 공사를 할 때l 강철 부재를 인공적으로 처리하여 품질을 높이는 일.
강재구,명사,군인(1937~1965). 1965년에 월남 파병 부대의 중대장으로서 수류탄을 던지는 훈련을 시키던 중l 부하 사병의 실수로 중대 한가운데로 떨어진 수류탄을 자신의 몸으로 덮어 부하의 생명을 구하고 죽었다.
강재기,명사,‘진흙탕’의 방언
강재만,명사,조선 고종 때의 판소리의 명창(?~?). 동편제를 계승하였으며 특히 <춘향가>에 뛰어났다.
강재미,명사,‘가자미’의 방언
강재반성품,품사 없음,강철 덩어리를 압연(壓延)하여 적당한 크기로 쪼개 놓은 조각.
강재반제품,품사 없음,강철 덩어리를 압연(壓延)하여 적당한 크기로 쪼개 놓은 조각.
강재배치도,품사 없음,건물 따위의 구조물에서 강철 부재가 배열된 위치와 치수를 나타내는 도면.
강재벤트,품사 없음,강철 재료로 만든 임시 발판.
강재심부,품사 없음,형강과 철근 콘크리트를 합성한 기둥에서 철근 콘크리트 속에 부재 축 방향으로 놓여 있는 구조용 강재.
강재이,명사,‘누룽지’의 방언
강재이차제품,품사 없음,강재를 다시 가공한 제품. 철선l 못l 아연l 철판l 드럼통l 망치 따위이다.
강재인장강도,품사 없음,한국 산업 규격에 규정되어 있는l 강재의 인장 강도의 최솟값.
강재전용선,품사 없음,주로 강재만을 실어 나르도록 만든 화물선.
강재접촉,품사 없음,강재와 강재를 빈틈없이 접촉시키는 것. 일반적으로 압축력을 받는 강부재의 리벳 이음 또는 고장력(高張力) 마찰 이음에 의한 맞댄이음 부분에서는 부재(部材) 상호 간의 끝을 접촉시키는 것을 뜻한다.
강재지수,품사 없음,미리 응력을 가한 프리스트레스트 콘크리트 보가 부서지기 전에 인성(靭性) 거동이 일어나는지를 알아보는 인장 강재의 기준. <FL>프리스트레싱강재</FL>의 비에 <FL>프리스트레싱 강재</FL>의 강도와 콘크리트의 강도의 비를 곱한 값으로 나타낸다.
강재집,명사,조선 후기에 정재현(鄭再玄)이 쓴 시문집. 권두에 조병규(趙昺奎)의 서문이 있다. 서(書)l 제문l 유행록(儒行錄) 따위를 싣고 있으며l 경의(經義)에 대하여 상세하게 주석을 달고 있다. 2권 2책의 목활자본.
강재항복점,품사 없음,한국 산업 규격에 규정되어 있는 강재의 항복점 또는 내력의 규격 최솟값.
강재흥,명사,조선 말기의 악사(1852~?). 해금(奚琴)의 연주에 능하였으며 특히 <여민락>에 뛰어났다.
강쟁,명사,전라남도 담양군 담양읍에 있는 이. 담양읍의 남서부에 위치해 있으며l 대부분 평지이다. 북쪽과 북서쪽 경계를 따라 영산강이 흐르고l 농경지가 넓게 펼쳐져 있어 농업이 활발하다. 남쪽에는 교육 지원청l 중학교 등의 기관이 들어서 있다. 24번ㆍ29번 국도와 887번 지방도가 지난다.
강쟁리,명사,전라남도 담양군 담양읍에 있는 이. 담양읍의 남서부에 위치해 있으며l 대부분 평지이다. 북쪽과 북서쪽 경계를 따라 영산강이 흐르고l 농경지가 넓게 펼쳐져 있어 농업이 활발하다. 남쪽에는 교육 지원청l 중학교 등의 기관이 들어서 있다. 24번ㆍ29번 국도와 887번 지방도가 지난다.
강쟁변,명사,‘강변’의 방언
강쟁이,명사,‘누룽지’의 방언
강저리,명사,‘광주리’의 방언
강적,명사,강한 적수. 또는 만만찮은 상대.
강적하다,동사,‘간직하다’의 방언<DR /> 제주 지역에서는 ‘강적?다’로도 적는다.
강전,명사,공업용으로 사용하는 대전류(大電流)l 고전압l 대전력(大電力) 따위를 이르는 말.
강전류전선,품사 없음,전기 도체l 절연물로 싼 전기 도체l 절연물로 싼 것의 위를 보호 피막으로 보호한 전기 도체 따위로서l 300볼트 이상의 전력을 송전하거나 배전하는 전선.
강전정,명사,가지치기를 할 때에 가지를 많이 잘라 내는 일.
강전지,명사,가지치기를 할 때에 가지를 많이 잘라 내는 일.
강전해질,명사,수용액 중에서 농도(濃度)에 관계없이 해리도(解離度)가 1에 가까운 전해질. 소금l 염산 따위가 있다.
강절,명사,부재의 변형 후에도 부재 사이의 각도가 변하지 않는l 강하게 접합된 절점.
강절골조,품사 없음,하나 이상의 강절을 가지고 있는 뼈대 구조물.
강절굴,명사,충청북도 옥천군 청성면 장수리의 무희 부락 남쪽 광주리산에 있는 석회암 동굴. 입구는 한 사람이 겨우 드나들 만한 크기이나 안으로 들어갈수록 넓어진다.
강절도,명사,강도와 절도를 아울러 이르는 말.
강절도범,명사,강도범과 절도범을 아울러 이르는 말.
강절리,명사,전라남도 해남군 계곡면에 있는 이. 계곡면의 북동부에 위치해 있다. 서쪽은 낮은 산지이며l 동쪽은 대부분 평지이다. 서쪽의 산지는 흑석산과 가학산으로 이어지며l 남서쪽에 강절 저수지가 자리하고 있다. 동쪽에 계곡천이 흐르며l 하천 주변에 농경지가 형성되어 있다. 동남쪽 경계 일부를 따라 13번 국도가 지난다.
강절뼈대,품사 없음,건물 따위의 구조물에서 최소한 한 개 이상의 강하게 접합된 절점을 가지고 있는 뼈대.
강절점,명사,한 지점에 모아지는 부재가 서로 강하게 접합되는 절점. 주로 강구조 해석에 사용된다.
강점,명사,남의 물건l 영토l 권리 따위를 강제로 차지함.
강점결탄,명사,매우 단단하고 유황l 인l 회분이 적은 석탄. 제철 공업에 쓴다.
강점관민산장,품사 없음,관(官)이나 민(民)이 공적으로나 사적으로 소유한 산지를 강제로 빼앗는 일.
강점군,명사,남의 영토를 침략하여 강제로 점령한 군대.
강점기,명사,남의 물건l 영토l 권리 따위를 강제로 차지한 시기.
강점되다,동사,물건l 영토l 권리 따위가 강제로 남에게 소유되다.
강점자,명사,남의 물건l 영토l 권리 따위를 강제로 차지한 사람이나 집단.
강점지,명사,강점한 땅.
강점질토,명사,세토 가운데 점토의 함량이 60％ 이상인 토양.
강점하다,동사,남의 물건l 영토l 권리 따위를 강제로 차지하다.
강점화,명사,남보다 우세하거나 더 뛰어나게 됨. 또는 그렇게 만듦.
강점화하다,동사,남보다 우세하거나 더 뛰어나게 만들다.
강접,명사,‘강접합’의 북한어.
강접합,명사,힘을 받아도 부재의 이어진 각도가 변하지 않는 단단한 이음 방식.
강정,명사,쌀가루로 만든 과자의 하나. 물에 4l 5일 불려 빻은 찹쌀가루를 청주와 설탕물로 반죽한 후 손가락 마디만큼씩 썰어 말린 것을 기름에 튀겨 꿀 또는 조청을 바르고 여기에 다시 깨l 잣가루l 콩가루l 송홧가루 따위를 묻혀 만든다. 한자를 빌려 ‘羌?’으로 적기도 한다.
강정되다,동사,무관(武官)이 벌로 벼슬이 낮아져서 군역(軍役)을 하게 되다.
강정리,명사,전라북도 진안군 마령면에 있는 이. 마령면의 중앙부에 위치해 있으며l 대부분이 산지이다. 마을의 서남쪽에 매봉산l 동쪽에 마이산이 솟아 있으며l 계곡이 발달하였다. 마을의 북동쪽에서 세동천l 남동쪽에서 은천이 서쪽으로 흘러l 마을을 둘러 흐르는 섬진강에 합류한다. 마을의 서부에 49번 지방도가 남북으로l 745번 지방도가 동서로 지난다. 섬진강 인근에 마령 체련 공원이 조성되어 있으며l 문화재로 수선루ㆍ강정리 오층 석탑이 있다. 면적은 7.60㎢.
강정밥,명사,강정을 만들기 위하여 찹쌀을 물에 불려 시루에 찐 밥.
강정배기,명사,허공에 거꾸로 곤두박이는 일.
강정사양,품사 없음,분만을 하고 젖을 뗀 모돈에게 종부 전까지 영양소의 불균형을 해소하고 부족한 영양소를 보충하기 위하여 사료를 증량하여 주는 방법. 주로 배란 수와 복당 산자 수의 증가를 위하여 실시한다.
강정속,명사,가루를 묻히기 전의 강정.
강정역관,명사,다른 나라와의 교섭에 통역을 맡아보던 벼슬아치.
강정일당,명사,조선 시대의 문필가(1772~1832). 초서(草書)와 해서(楷書)에 뛰어났으며l 시(詩)와 문장에도 능하였다.
강정제,명사,남성의 정력을 돋우는 약.
강정차비역관,명사,조선 시대에l 중국에서 오는 사신을 접대하는 절차 따위에 관한 일을 결정하기 위하여 중국에 파견되던 역관.
강정하다,동사,무관(武官)에 대하여 벌로 벼슬을 낮추어서 군역(軍役)을 시 키다.
강정항,명사,제주특별자치도 서귀포시에 있는 항구. 군항(軍港)이자 관광항(觀光港)으로l 1993년부터 2015년까지 국책 사업을 통해 건설되었다. 정식 명칭은 ‘제주 민군 복합형 관광 미항’이다.
강정화,명사,고려 시대의 술가(?~?). 도선(道仙)의 참위설을 배워 묘청(妙淸)에게 전수(傳授)하였다고 한다.
강제,명사,권력이나 위력(威力)으로 남의 자유의사를 억눌러 원하지 않는 일을 억지로 시킴.
강제가격,품사 없음,수요자나 공급자 가운데 어느 한쪽의 의사에 따라 강제적으로 정하여진 가격. 국가나 공공 단체가 공정(公定)하는 가격 따위가 이에 해당한다.
강제가능계약,품사 없음,계약이 이행되지 않을 경우에 법적 제재를 가하는 계약.
강제가능한약속,품사 없음,이행되지 않을 경우에 법적 제재를 받을 수 있는 약속.
강제가입,품사 없음,법률에 따라 어떤 공공적 단체가 설립되면l 단체원이 될 수 있는 자격을 가진 자는 당연히 단체원으로 가입한 것으로 보는 제도. 가입ㆍ탈퇴의 자유를 인정하면 단체의 목적 달성에 지장이 있는 경우에 법에 의하여 가입을 강제하는 것이다.
강제갈등관리,품사 없음,갈등을 목표 달성의 장애물로 보고 즉시 처리되어야 한다는 관점에서 권한을 사용하여 강압적으로 갈등을 예방하거나 제거하려는 갈등 관리 방법.
강제감사,품사 없음,법률의 규정에 따라 감독관청이 강제로 하는 업무 및 회계에 대한 감사.
강제개행,품사 없음,커서 또는 프린터의 위치를 다음 행의 첫 번째 위치로 이동시키려 한다는 사실을 프로그램에 알려 주는 신호. 자동으로 페이지를 구분하는 워드 프로세서 프로그램에서는 문단을 끝내기 위해 사용된다.
강제갱신,품사 없음,부호기와 복호기 사이에 이산 코사인 변환의 불일치가 누적되어 지나치게 커지는 것을 방지할 목적으로l 때때로 매크로 블록에 대하여 강제로 화면 내 부호화를 하는 과정.
강제거푸집,품사 없음,터널을 시공할 때 내면을 콘크리트로 포장하기 위하여 내부 표면을 덮어 주는l 강철판으로 만든 거푸집.
강제건조,품사 없음,자연 건조보다 약간 높은 온도에서 도료의 건조를 촉진하는 일.
강제건조공법,품사 없음,상당한 수분을 함유한 점토질 흙의 함수율을 강제적으로 낮추어 시공 장비가 잘 작동할 수 있도록 하고 다짐 효과를 높이는 공법.
강제검사점,품사 없음,컴퓨터 시스템에 비상사태가 발생하였을 때l 이제까지 처리한 작업들을 보조 기억 장치에 저장시켜 놓고 시스템을 복구하는 방법.
강제격리,품사 없음,감염병 예방을 위하여 환자를 강제로 병원이나 적당한 격리 시설에 수용하는 일.
강제경매,품사 없음,법원에서 채무자의 부동산을 압류한 다음 경매하여 그 대금으로 채권자의 금전 채권을 충당하는 강제 집행.
강제경매신청,품사 없음,강제 경매 절차의 개시를 구하기 위하여 채권자가 법원에 하는 의사 표시.
강제경제,품사 없음,법적 강제력으로 조세를 거두어 지출에 충당하는 경제. 국가나 지방 자치 단체 같은 공법인(公法人)의 경제에서 볼 수 있다.
강제공랭,품사 없음,선풍기나 송풍기를 이용하여 기기(機器)를 식히는 방식. 자연 공랭으로는 부족하고 수랭식(水冷式)을 이용할 정도는 아닌 경우에 쓴다.
강제공채,품사 없음,국가가 비상시에 강제적으로 모집하는 공채.
강제공출,품사 없음,일제 강점기에l 일본이 조선인에게 강제로 요구한 공출.
강제관련법,품사 없음,여러 가지 대상들을 서로 다른 대상과 관련하여 검토함으로써 아이디어를 얻는 방법.
강제관리,품사 없음,법원이 선임한 관리인에게 압류한 채무자의 부동산을 관리하게 하여 그 수익으로 채권을 충당하는 강제 집행.
강제관할,품사 없음,분쟁 당사국 중 하나가 국제 사법 재판소에 제소할 경우l 국제 사법 재판소가 상대편 당사국에게 재판에 참석할 것을 강제할 수 있는 권한.
강제교미,품사 없음,발정이 오지 않은 암컷에게 수컷이 강제로 하는 교미.
강제교육,품사 없음,국가에서 제정한 법률에 따라 일정한 연령에 이른 아동이 의무적으로 받아야 하는 보통 교육. 2007년 현재 우리나라는 초등 교육 6년l 중등 교육 3년으로 정하고 있다.
강제구동접점,품사 없음,설계된 투입 접점들과 차단 접점들의 조합. 기계적 수단을 통하여 투입 접점들과 차단 접점들이 동시에 닫힌 위치에 있지 않게 만든다.
강제구인,품사 없음,피고인이나 증인 따위를 신문하기 위하여 일정한 장소로 끌고 가는 법원의 강제 처분. 소환에 응하지 않는 경우에만 영장에 의하여 집행된다.
강제권,명사,강제 수단을 행사할 수 있는 국가적 공권(公權).
강제귀국,품사 없음,외국에 나가 있던 사람이 범죄를 저지를 경우l 국가 권력에 의하여 자기 나라로 강제로 돌아오게 함.
강제규범,품사 없음,범죄나 의무 위반과 같은 불법 요건에 대하여 형벌l 강제 집행 따위의 강제 효과를 지우는 규범.
강제근로의금지,품사 없음,폭행l 협박l 감금이나 그 밖의 정신상ㆍ신체상의 자유를 부당하게 구속하는 수단으로 근로자의 자유의사에 거슬러 강제 근로를 시키는 것을 금지하는 일. 법률과 적법한 절차에 따르지 않고 강제 노역을 시킬 수 없다.
강제급송윤활,품사 없음,오일펌프를 이용하여 주유물을 강제적으로 여러 베어링에 공급하는 주유 장치.
강제급수,품사 없음,육량을 증대시키기 위하여 도축 전 가축에게 강제로 급수하거나l 도축 후 도체에 물을 채우는 행위. 축산물 위생 관리법에 의하여 금지된 행위이다.
강제급식,품사 없음,가축에게 강제로 사료를 주는 일. 거위나 오리에게 튜브를 이용하여 강제로 사료를 주어 간의 무게를 늘리거나l 닭에게 진정 대사 열량이나 진정 아미노산 이용률을 측정하기 위해서 깔때기의 플런저를 이용하여 강제로 급식하는 경우가 있다.
강제급유베어링유닛,품사 없음,윤활유를 외부 급유 펌프로부터 가압하여 공급하는 형식의 축받이 장치. 고속ㆍ고압 축받이용으로 적합하며l 펌프로는 톱니바퀴식과 피스톤식이 주로 쓰인다.
강제긴급출동명령,품사 없음,위험 상황에 처한 비행 기지의 요격기에 하달되는 출동 명령. 이 명령이 하달되면 위험에도 불구하고 항공 전력은 즉각 출동해야 한다.
강제날숨,품사 없음,수의적으로 허파에서 공기를 최대한 배출시키는 행위.
강제날숨량,품사 없음,최대로 숨을 들이마신 상태에서 정해진 시간 내에 최대로 내쉴 수 있는 공기의 양. 일반적으로 폐활량의 몇 퍼센트(%)를 내쉬었는가로 표시한다.
강제날숨양,품사 없음,호흡할 때에 최대한도로 내쉴 수 있는 폐활량. 보통 1l000~1l500cc이다.
강제날숨유량,품사 없음,공기를 최대한으로 들이마셨다가 최대한으로 내뿜을 수 있는 가스의 양.
강제냉각,품사 없음,보일러에 긴급 작업 따위를 할 때l 정지 후 되도록 짧은 시간 내에 보일러를 냉각하는 일. 보통 압입 통풍기를 운전하여 냉각시킨다.
강제냉각초전도선,품사 없음,초임계 헬륨과 같은 냉각 유체를 강제로 순환시켜 냉각하는 초전도선.
강제 노동,품사 없음,정신상 또는 신체상으로 억압을 받아 본인의 의지와 무관하게 억지로 행해지는 노동.
강제노동국,품사 없음,제이 차 세계 대전 중인 1943년에l 독일 나치가 프랑스 비시 정부와 협상하여 프랑스 근로자를 동원하기 위하여 설치한 조직. 독일 정부는 노동의 대가로 프랑스인 전쟁 포로를 석방하기로 약속하였다.
강제 노역,품사 없음,고용인의 권력이나 위력에 억눌려 원하지 않는 일을 억지로 하고 일방적으로 혹사를 당하는 일.
강제대류,품사 없음,통풍이나 그 밖의 인공적인 힘으로 일으키는 대류.
강제대류열전달,품사 없음,선풍기나 펌프 따위를 사용하여 강제로 유체를 움직여서 열을 전달하는 일.
강제대리,품사 없음,권력이나 위력으로 억눌러 타인이 본인의 이름으로 의사 표시를 하거나 의사 표시를 받음으로써 그 법률 효과가 곧바로 본인에게 발생하도록 하는 일.
강제대집행,품사 없음,행정에서의 강제 집행 수단의 하나. 행정법의 의무를 이행하지 않은 자를 대신하여 행정 관청이나 제삼자에게 대신하게 하고l 의무자에게 비용을 징수하는 제도이다.
강제대행수신,품사 없음,국(局)의 장치나 회선이 고장 났을 때l 데이터 단말기를 처리하고 제어하는 장치 및 그 장치의 설치 장소로 전송된 메시지를 도중에 대신 수신하는 일.
강제동기,품사 없음,오실로스코프에서l 소인 회로에 입력 신호의 일부를 넣어 소인 주기가 입력 신호 주기의 정수 배가 되도록 작동시키는 일.
강제동바리,품사 없음,콘크리트의 하중을 받는 보 및 기둥의 강제(鋼製) 재료.
강제되다,동사,권력이나 힘 때문에 자신이 원하지 않는 일을 억지로 하게 되다.
강제들숨,품사 없음,수의적인 노력을 하여 최대로 공기를 들이마시는 일.
강제들숨량,품사 없음,가능한 만큼 최대로 들이마신 공기의 양.
강제떨기,품사 없음,한 진동체에 주기적인 외력(外力)을 가하였을 때 일어나는 진동.
강제력,명사,남을 강제로 다스리는 힘이나 권력.
강제매각,품사 없음,고객이 제공하여야 할 추가 담보를 마련하지 못하거나 구매한 증권의 대금을 치르지 못할 때l 증권 회사가 고객의 투자 포지션을 정리하는 일.
강제매매,품사 없음,법률의 규정이나 행정 처분에 따라 강제적으로 행해지는 매매.
강제매수,품사 없음,결제일에 거래 상대방이 증권 결제를 이행하지 않을 경우l 브로커 또는 결제 기관이 해당 증권을 공개 시장에서 매수하는 일. 외국의 증권 시장에서는 이용되는 방법이지만 우리나라에는 도입되지 않았다.
강제메시지,품사 없음,대화 처리에서l 특정한 업무를 해결하려고 만든 응용 프로그램의 지시에 따라 구분이 끊어진 곳에 끼워 넣어 송출하는 메시지.
강제모멘트,품사 없음,물체가 운동하게 하거나 물체의 운동 특성을 바꾸는 모멘트.
강제문신제명록,명사,강서(講書)l 제술(製述)에 참여한 문신(文臣)들의 명부(名簿). 나라에서 지위의 높고 낮음을 막론하고 문신들에게 경사(經史)의 강독 및 시문(詩文)의 제술을 수시로 시키고 그 명부를 작성한 것으로l 편찬자 및 연대는 알려져 있지 않다. 1책.
강제믹서,품사 없음,일정한 시간 내에 콘크리트의 각 재료를 혼합하여 완전히 반죽하는 기계.
강제바터제,품사 없음,물자를 수입할 때l 상대편도 그만큼 수입을 하겠다는 약속을 받은 뒤 거래하는 방식.
강제박동,품사 없음,심장에 인위적인 자극을 주어 유발되는 주기 외 수축.
강제배류법,품사 없음,배류 전류를 강제로 끌어들여서 대지로 유출되는 미송 전류를 없애 관이 녹스는 것을 방지하는 전기적 방법.
강제배분,품사 없음,기채 시장에서 간사 기관들이 판매되지 않은 채권을 이미 인수한 양에 비례하여 인수 기관에 강제로 배분하여 인수하도록 하는 일.
강제배분법,품사 없음,회사에서 직원의 업무를 평가할 때 평가의 분포를 고르게 하기 위해 평가 분포의 비율을 미리 정해 놓는 방법.
강제배제방식,품사 없음,진공 펌프 따위를 이용하여 매립 가스의 이동을 인위적으로 조정하는 방식.
강제배풍,명사,기술적 방법과 장치를 이용하여 인공적으로 바람을 뽑아내는 일.
강제벌,명사,행정법상의 의무 이행을 확보하기 위하여 의무 이행을 간접적으로 강제하는 강제 집행 수단의 하나. 일정한 기한까지 의무를 이행하지 않으면 과태료를 물린다는 뜻을 미리 알려서 의무자에게 심리적 압박을 가한다.
강제법,명사,1774년에 영국 의회가 아메리카 식민지를 엄격하게 통제하기 위하여 제정한 네 가지 법. 보스턴 항구법ㆍ매사추세츠 정부법ㆍ숙영법ㆍ재판 운영법이 있다. 이 법은 식민지인들의 분노를 불러일으켜 제일 차 대륙 회의를 소집하는 명분이 되었다.
강제벤트,품사 없음,강재(鋼材)로 만든 발판 가설용 혹은 받침용 가설물.
강제변위,품사 없음,구조물의 지점(支點)이 가라앉아 이동할 때 구속점에서 발생하는 응력.
강제변호,품사 없음,피고 사건을 심리하기 위하여 반드시 변호인의 출석을 요구하는 일.
강제보텍스,품사 없음,외부의 물리적 힘에 의해 발생하는 액체와 기체의 소용돌이. ⇒규범 표기는 미확정이다.
강제보험,품사 없음,법률의 규정에 따라 일정한 사람들에게 의무적으로 가입하게 하는 보험. 자동차 손해 배상 책임 보험l 건강 보험 따위가 이에 해당한다.
강제보험법,품사 없음,일정 범위자의 보험 가입을 강제하는 법. 자동차 손해 배상 책임 보험l 산업 재해 보상 책임 보험l 화재로 인한 재해 보상을 목적으로 한 신체 손해 배상 책임 보험 따위가 여기에 속한다.
강제보험제도,품사 없음,일정 범위자의 보험 가입을 강제하는 제도. 자동차 손해 배상 책임 보험l 산업 재해 보상 책임 보험l 화재로 인한 재해 보상을 목적으로 한 신체 손해 배상 책임 보험 따위가 강제 보험에 속한다.
강제복구,품사 없음,교환국의 주배선반에서 가입자 단말기로 연결된 발신 또는 착신 가입자선 이외의 요구에 따른l 교환기에 설정된 발호자와 피호자 사이의 통화 종결.
강제복사,명사,‘유도 복사’의 북한어.
강제부하차단,품사 없음,전력 계통이 고장 났을 때l 수급 균형의 유지나 안정도 유지 또는 설비의 과부하 해소 따위를 목적으로 사전 계약에 따라 전기 공급을 강제로 차단하여 전력 계통의 안정성을 확보하는 수단.
강제분가,품사 없음,민법에서l 호주가 가족을 일방적으로 분가시키던 일. 호적상의 가족과 현실 생활 공동체를 일치시키고자 하는 취지에서 실시되었으나 1990년에 폐지되었다.
강제비교법,품사 없음,개인의 성과를 타인의 성과와 비교하여 평가하는 방법. 개인적으로 등수를 결정하여 평가하는 방법이다.
강제비육,품사 없음,다 자란 큰 가축을 짧은 기간에 집중적으로 먹이고 운동을 제한하여 살찌우는 일. 또는 그런 방법.
강제사,명사,외부에서 작용하는 힘이나 작용에 의하여 억지로 죽게 됨. 또는 그런 죽음. ‘강제죽음’으로 다듬음.
강제살찌우기,명사,‘강제 비육’의 북한어.
강제상각,품사 없음,회사가 주주(株主)의 동의 없이 특정한 주식을 일방적으로 소멸시키는 일.
강제상속,품사 없음,상속인의 상속 포기를 허용하지 아니하고 상속을 강제하는 일. 우리나라 민법은 호주 상속에서 이를 채택하였으나 1990년에 개정을 통하여 호주 승계권을 포기할 수 있게 하였다.
강제상환,품사 없음,채권의 존속 기간을 한정하여 만기일 이전에 상환하도록 하는 방법. 채권의 상환을 확실하게 하기 위한 제도이다.
강제서법성,품사 없음,강제력을 나타내는 서법의 성질. 주로 금지l 의무l 본질적 필연성l 인식적 필연성 따위로 이루어져 있다.
강제선거,품사 없음,선거인에게 투표의 의무를 지워서 행하는 선거.
강제선로충전,품사 없음,고장으로 정전이 발생하였을 때l 전선로를 직접 운전 전압으로 가압하여 충전하는 일.
강제선택법,품사 없음,종업원의 직무 수행 결과를 평가하는 여러 항목 가운데에서 특정 항목을 선택하도록 강제하는 방법. 인사 고과의 전형적인 방법이다.
강제설립주의,품사 없음,국가가 공익적인 필요 때문에 법인 설립을 강제하는 주의.
강제성,명사,권력이나 위력(威力)으로 남의 자유의사를 억눌러 원하지 않는 일을 억지로 시키는 성질.
강제성숙,명사,인위적인 방법으로 낟알이 여무는 시기를 앞당기는 일. 화학 자극제를 써서 잎과 줄기에 있는 영양 물질을 낟알에 빨리 옮기거나l 순이나 뿌리 따위를 잘라 준다.
강제소각,품사 없음,회사가 주주(株主)의 동의 없이 특정한 주식을 일방적으로 소각하는일.
강제소개,품사 없음,적의 공격에 대비하여 그곳에 살고 있는 사람들의 의사와 관계없이 일정한 지역을 강제로 비우게 하는 일.
강제소용돌이,품사 없음,외부의 물리적 힘에 의해 발생하는 액체와 기체의 소용돌이.
강제소환,품사 없음,법원이 소송 관계인에게 소환장을 발부하여l 공판 기일이나 그 밖의 일정한 일시에 법원 또는 법원이 지정한 장소에 강제적으로 나올 것을 명령하는 일.
강제송풍,품사 없음,기술적 방법과 장치를 이용하여 인공적으로 바람을 보내는 일.
강제송풍냉각탑,품사 없음,공기의 흐름을 인위적으로 증가시키는 냉각탑.
강제송풍식,품사 없음,수확한 농산물을 유통하거나 저장하기 전에 송풍기로 찬 공기를 순환시켜 품온을 빠르게 떨어뜨리는 방식. 수확한 농산물을 신선한 상태로 오래 유지하기 위하여 실시한다.
강제송풍식냉각장치,품사 없음,사이리스터 변환기에서 송풍기를 사용하여 변환기의 표면에서 열을 제거하는 강제 송풍 장치. 전기 기기의 내부에서 발생한 열을 효과적으로 외부로 발산시킨다. 냉각 매체의 종류에 따라 풍랭식l 유랭식l 수랭식l 가스 냉각식 따위가 있다.
강제송환,품사 없음,밀입국자나 국내에서 범죄를 저지른 외국인을 국가 권력에 의하여 강제로 돌려보내는 일.
강제 수단,품사 없음,어떤 목적을 이루기 위해 권력이나 위력(威力)을 동원하는 방법.
강제수매,명사,본인의 의사와는 관계없이 강다짐으로 팔게 하는 수매.
강제수분재흡수,품사 없음,어떤 시료의 물리성을 측정하기 위하여 수동적으로 물을 다시 흡수하게 하는 것.
강제수사,품사 없음,강제 처분에 의한 수사. 수사 기관이 영장 없이 행하는 것과 영장에 의해서 행하는 것l 판사에게 청구하여 행하는 것으로 구분되는데l 법률에 규정이 있는 경우에 한하여 할 수 있다.
강제수사법정주의,품사 없음,법률에 특별한 규정이 없으면 강제 처분에 의한 수사를 하지 못한다는 주의. 강제 처분은 형사 사법에서 불가결한 제도이지만 개인의 기본권을 침해할 수 있기 때문에 이러한 제도를 통해 제한한다.
강제수사비례의원칙,품사 없음,수사는 수사의 필요성과 함께 인권 보장이라는 형사 소송의 이념이 상충하는 절차이기 때문에 압수l 수색l 구속 등에 의한 강제 수사의 경우 필요한 한도로만 제한되어야 한다는 원칙.
강제수용,품사 없음,국가나 공공 단체가 공공의 목적을 위하여 개인의 특정한 재산권을 법률의 힘에 의하여 강제적으로 취득하는 일. 또는 그런 제도.
강제수용권,품사 없음,국가 또는 지방 자치 단체나 공기업이 공공사업을 하는 데 필요한 토지를 법에 따라 강제로 수용할 수 있는 권리.
